ID,Investigators,Institution,Title,Submit_Year,Start_Year,Description
426706,Prof Peter I Mackenzie,Flinders University,Molecular determinants of UDP glucuronosyltransferase 1A3 and 1A4 expression,2006,2007,
426709,Prof John O Miners,Flinders University,Probing UDP-glucuronosyltransferase protein-protein interactions: The power of two.,2006,2007,
426711,Prof Thomas p Gordon,Flinders University,An autoantibody in type 1 diabetes that mediates autonomic complications,2006,2007,
426713,Prof William - Bill W Blessing,Flinders University,"Brain control of the thermoregulatory cutaneous circulation: a window to the mind, and to the neurobiology of clozapine",2006,2007,
426716,Dr Youichirou  Ootsuka,Flinders University,Brain pathways for neurally-mediated fever: from vagal afferent to sympathetic output to brown adipose tissue via brain,2006,2007,
426737,Prof Peter  Frith,Flinders University,"Health, economic, psychological and social impact of educating carers of patients with advanced pulmonary disease (APD)",2006,2007,
426740,Dr Hakan C Muyderman,Flinders University,Astrocytic contributions to tissue damage and dysfunction in stroke,2006,2007,
426744,Prof R. Douglas  McEvoy,Flinders University,Recognition and Management of Sleep Apnea in Primary Care,2006,2007,
426750,Prof Ian L Gibbins,Flinders University,Synaptic environment of nociceptive inputs to the spinal cord,2006,2007,
426753,Dr Kathryn  Burdon,Flinders University,Genetic and molecular basis of congenital cataracts,2006,2007,
426756,Prof Simon JH Brookes,Flinders University,Sensory pathways from the gastrointestinal mucosa,2006,2007,
426758,Prof Maria  Crotty,Flinders University,"Individual Nutrition Therapy and Exercise Regime: A Controlled Trial of Injured, Vulnerable Elderly (INTERACTIVE trial).",2006,2007,
426765,A/Pr Konrad  Pesudovs,Flinders University,"Understanding the relationship between the higher order optics of the eye, visual performance and visual disability",2006,2007,
426777,Dr Sally R Cox,Flinders University,A clinical and Epidemiological study of inflammatory myositis in South Australia,2006,2007,
426781,Dr Alexander W Hewitt,Flinders University,Efficacy of whole-genome pooling in case control association,2006,2007,
426782,Mr David P Dimasi,Flinders University,Genetic investigations of central corneal thickness in relation to blinding glaucoma,2006,2007,
426787,A/Pr Lester Herbert Rigney (Irabinna),Flinders University,Researching Teacher Training Methods for Aboriginal Health literacy in schooling?,2006,2007,
426792,Mrs Penelope  Roe,Flinders University,End of life options in the community for people with dementia,2006,2008,
427600,Prof David E James,Garvan Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
427601,Prof Rob L Sutherland,Garvan Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
427602,Dr Antony A Cooper,Garvan Institute of Medical Research,Block of ER-Golgi Vesicular Transport by Alpha-Synuclein as an Underlying Cause of Parkinson's Disease.,2006,2007,
427606,A/Pr Herbert  Herzog,Garvan Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
427608,A/Pr Fabienne  Mackay,Monash University,Uncoupled Research Fellowship,2006,2007,
427610,A/Pr Trevor J Biden,Garvan Institute of Medical Research,Uncoupled Research Fellowship,2006,2007,
427611,A/Pr Gregory J Cooney,Garvan Institute of Medical Research,The role of circadian rhythm genes in the regulation of energy balance and substrate metabolism in muscle and liver,2006,2007,
427614,Prof Susan J Clark,Garvan Institute of Medical Research,Long Range Epigenetic Silencing in Cancer,2006,2007,
427616,Dr David Ross Laybutt,Garvan Institute of Medical Research,Mechanisms of beta-cell failure in diabetes,2006,2007,
427619,Dr Stuart G Tangye,Garvan Institute of Medical Research,Follicular T helper cells: critical regulators of humoral immune responses,2006,2007,
427620,Prof Charles R Mackay,Monash University,Molecular and cellular studies of the adaptive immune response in health and disease,2006,2007,
427629,A/Pr Trevor J Biden,Garvan Institute of Medical Research,Therapeutic Strategies and Screening Methods for PKC epsilon antagonists in the treatment of Type 2 diabetes,2006,2007,
427632,Dr Paul A Baldock,Garvan Institute of Medical Research,Neuropeptide control of bone cell function,2006,2007,
427638,Dr Paul A Baldock,Garvan Institute of Medical Research,Hypothalamic control of bone anabolic responses,2006,2007,
427639,Dr Leonie K Heilbronn,Garvan Institute of Medical Research,Short-term effects of overfeeding on metabolic risk in humans,2006,2007,
427642,Prof David E James,Garvan Institute of Medical Research,Dissection of Insulin Regulated Phosphorylation in the Adipocyte,2006,2007,
427644,Dr Mark E Cleasby,Garvan Institute of Medical Research,Role of Akt in insulin resistance,2006,2007,
427648,Dr Shane T Grey,Garvan Institute of Medical Research,The role of A20 in beta cell survival,2006,2007,
427649,Dr Shane T Grey,Garvan Institute of Medical Research,The role of BAFF in the Allo-immune Response,2006,2007,
427655,Dr Andrew V Biankin,Garvan Institute of Medical Research,Retinoids in Pancreatic Cancer.,2006,2007,
427661,A/Pr Herbert  Herzog,Garvan Institute of Medical Research,The role of the NPY system in the regulation of appetite and satiety,2006,2007,
427666,Dr JENNY E GUNTON,Garvan Institute of Medical Research,Role of ARNT and its Partners in B-Cell Dysfunction and diabetes,2006,2007,
427667,Dr Kenneth W K Ho,Garvan Institute of Medical Research,ARNT over-expression in b cell preservation and protection against the development of diabetes mellitus,2006,2007,
427670,Dr Cindy  Ma,Garvan Institute of Medical Research,Investigating the impact of SAP deficiency on the humoral immune response,2006,2007,
427674,Dr Sue M Liu,Garvan Institute of Medical Research,The role of TIM-1 signalling in the generation and effector function of encephalitogenic T cells,2006,2007,
427675,Ms Nicola  J Lee,Garvan Institute of Medical Research,Y 1 Receptor mediated control of bone function,2006,2007,
427677,Dr Anne N Shemon,Garvan Institute of Medical Research,Phospholipase D regulation of actin cytoskeletal dynamics during macrophage activation,2006,2007,
427679,Dr Elissa K Deenick,Garvan Institute of Medical Research,"Regulation of the T-cell dependent B-cell responses by SAP, the genetic defect in XLP",2006,2008,
427683,Dr Kylie E Webster,Garvan Institute of Medical Research,Induction of tolerance using IL-2 immune complexes to modulate regulatory T cell response,2006,2007,
427684,Miss Santi  Suryani,Garvan Institute of Medical Research,Microglial modulation of T lymphocyte effector function ihn CNS inflammation,2006,2007,
427687,Miss Rebecca A Hinshelwood,Garvan Institute of Medical Research,Epigenetic changes in breast cancer,2006,2007,
427689,Dr Alexander C Viardot,Garvan Institute of Medical Research,The role of the immune system in the early development stage of type 2 diabetes,2006,2007,
427691,Dr Dana  Bliuc,Garvan Institute of Medical Research,Risk and predictors of Osteoporotic fracture outcomes in elderly women and men: A 15 year prospective study,2006,2007,
427692,Dr Sandra A Biankin,Garvan Institute of Medical Research,The role of Notch and Hedgehog signalling pathways in the development and progression of breast cancer,2006,2007,
427693,Ms Mia C Akerfeldt,Garvan Institute of Medical Research,The role of hyperglycaemia in pancreatic À-cell dysfunction,2006,2007,
427694,Ms Ebru  Gurisik,Garvan Institute of Medical Research,Signalling pathways involved in nutrient-stimulated exocytosis of insulin,2006,2007,
427695,Dr Shane T Grey,Garvan Institute of Medical Research,Beta cell mass in Type 1 diabetes mellitus and islet transplantation,2006,2008,
428206,Dr Nathaniel F Brown,Griffith University,Functional characterisation of the SseK/NleB family of type III secreted effectors in Salmonella and E. coli,2006,2007,
428207,Dr Nathaniel F Brown,Griffith University,Functional characterisation of the SseK family of effectors in Salmonella,2006,2007,
428237,Dr Nigel A Morrison,Griffith University,Functional variants of RUNX2 related to bone density,2006,2007,
428251,Dr Jason N Peart,Griffith University,"Acute and chronic GPCR Medicated Cardioprotection: Roles of receptor Cross-Talk, Cellular signaling, and effects of Age",2006,2008,
428253,Ms Anneliese B Spinks,Griffith University,"Social determinants of injury: structural opportunities for primary, secondary and tertiary prevention",2006,2007,
428254,Dr Catherine M Cameron,Griffith University,"Towards the development of ""threat to disability"" based audit tools improving trauma care in Australia",2006,2007,
428259,Dr Glen A Lichtwark,University of Queensland,Energetics of skeletal muscle working in series with compliant tendon,2006,2007,
428261,Mr Alistair RR Forrest,Griffith University,Transcriptional complexity in mammalian genome networks,2006,2007,
428268,Miss Hannah C Cox,Griffith University,Use of the Norfolk Island Genetic Isolate for Migraine disease Gene Mapping,2006,2007,
429402,Mr Tobias D Merson,University of Melbourne,Genetic regulation of cellular repair responses in a mouse model of central nervous system demyelination,2006,2007,
429405,Mr Timothy G Brown,Howard Florey Institute,Hypoxic-ischemic brain injury: roles of astrocytic HIF in neuronal-glial interactions and neuroprotecrion,2006,2007,
430300,Dr Fergal J O'Donoghue,Institute for Breathing and Sleep,Role of load detection and compensation in pathogenesis of obstructive sleep apnea.,2006,2007,
430302,Dr Maree  Barnes,Institute for Breathing and Sleep,EVALUATION OF THE ACCURACY AND COST EFFECTIVENESS OF A MODEL OF HOME-BASED DIAGNOSIS OF OSA,2006,2007,
430901,Dr Mark A Guthridge,University of Adelaide,The role of a phosphorylated Ser/Tyr bidentate motif in leukemia and myeloproliferative disorders,2006,2007,
430907,Dr Claudine S Bonder,University of Adelaide,Role for sphingosine kinase-1 in endothelial progenitor cell survival and differentiation.,2006,2007,
430909,Dr Renae K Barr (nee D'mello),Edith Cowan University,Defining the relationship between sphingosine kinase regulation and oncogenic signalling,2006,2007,
430913,Dr Daniel  Thomas,Institute of Medical and Veterinary Science,Survival signalling in acute myeloid leukaemia,2006,2007,
431200,Dr Jeremy B Jowett,Baker IDI Heart and Diabetes Institute,Identification of Novel Genes Influencing Development of Type 2 Diabetes,2006,2007,
431203,A/Pr David W Dunstan,Baker IDI Heart and Diabetes Institute,A behavioural intervention for the adoption & maintenance of physical activity in type 2 diabetes,2006,2007,
431503,Prof Jonathan  Golledge,James Cook University,Practitioner Fellowship,2006,2007,
431504,Prof Richard  Speare,James Cook University,Building Research capacity in Indigenous Australians & Community Controlled Health services,2006,2007,
431505,A/Pr Richard B Murray,James Cook University,Developing a sustainable community-based response to asbestos-related disease in Aboriginal communities,2005,2007,
431532,Mrs Jane E Mills,Monash University,Nursing in general practice: designing & implementing an applied model of research & development. ,2006,2007,
431533,Ms Kim S.K. Lee,James Cook University,Cannabis use in three Aboriginal communities in Arnhem Land Northern Territory,2006,2007,
431536,A/Pr Stephen Andrew Margolis,James Cook University,Palliative care for Aboriginal & Torres Strait Islander people with advanced kidney failure,2006,2008,
433005,Prof Leann  Tilley,La Trobe University,Trafficking of the cytoadherence-mediating protein to the host cell surface in malaria parasite-infected erythrocytes,2006,2007,
433006,A/Pr Stephanie J Brown,Murdoch Children's Research Institute,Maternal Health Study (phase 2): longitudinal 4-year follow-up of a prospective nulliparous pregnancy cohort,2006,2007,
433007,Dr Christine J Hawkins,La Trobe University,Evolutionary conservation of caspase regulatory mechanisms,2006,2007,
433012,A/Pr Stephanie J Brown,Murdoch Children's Research Institute,A population-based survey of recent mothers in South Australia and Victoria,2006,2007,
433013,Dr John H Silke,La Trobe University,Apo2L/TRAIL killing of tumour cells and the role of Inhibitor of Apoptosis proteins,2006,2007,
433021,Prof D George  Stephenson,La Trobe University,A single fibre approach to the study of regulation of protein synthesis in skeletal muscle,2006,2007,
433027,A/Pr Hylton B Menz,La Trobe University,Randomised controlled trial of a tailored podiatry intervention to enhance mobility and prevent falls in older people,2006,2008,
433028,A/Pr Michael T Ryan,La Trobe University,Assembly of mitochondrial respiratory chain complexes and defects associated with disease,2006,2007,
433029,A/Pr Michael T Ryan,La Trobe University,"Regulation of mitochondrial fission, fusion and distribution",2006,2007,
433034,Prof Graham D Lamb,La Trobe University,Investigation of the roles of calcium-dependent proteases in muscle damage and disease,2006,2007,
433040,Dr Helen L McLachlan,La Trobe University,Caseload midwifery for women at low risk of medical complications: a randomised controlled trial,2006,2007,
433043,Prof Judith  Lumley,La Trobe University,"Building public health capacity for complex questions, complex settings complex interventions",2006,2007,
433049,A/Pr Hylton B Menz,La Trobe University,Epidemiology and managemnet of foot disorders in community-dwelling older Australians,2006,2007,
433056,Dr Jonathan M Mond,University of Western Sydney,"Reducing the burden of eating-disordered behaviour in Australia; towards a National, population-based initiative",2006,2007,
433063,Prof David L Vaux,Walter and Eliza Hall Institute,The molecular mechanisms by which cells kill themselves inappropriately or fail to kill themselves,2006,2007,
433607,A/Pr Joan K Heath,Ludwig Institute for Cancer Research,Uncoupled Research Fellowship,2006,2007,
433608,Dr Weisan  Chen,Ludwig Institute for Cancer Research,Systematically exploring the contribution of immunoproteasome to immunodominance and T cell function,2006,2007,
433613,A/Pr Joan K Heath,Ludwig Institute for Cancer Research,Development of drug-loaded antibody-targeted nanoparticles to kill colorectal cancer cells,2006,2007,
433614,A/Pr Joan K Heath,Ludwig Institute for Cancer Research,Discovery and analysis of vertebrate intestinal development genes that may play a role in colon cancer,2006,2007,
433615,Dr Terrance G Johns,Monash University,Signalling networks as targets for antibody therapy in glioma.,2006,2007,
433616,A/Pr Matthias R Ernst,Ludwig Institute for Cancer Research,Molecular identification of causative genetic and epigenetic alterations that induce and promote colorectal cancer,2006,2007,
433617,A/Pr Matthias R Ernst,Ludwig Institute for Cancer Research,Validation of Stat3 as a therapeutic target in diseases arising from its inappropriate activation by gp130 cytokines,2006,2007,
433618,Dr Hong-Jian  Zhu,University of Melbourne,Loss of cytostatic regulation by TGF-beta during EGFR-driven tumor development,2006,2007,
433619,Dr Hong-Jian  Zhu,University of Melbourne,Expansion of TGF-beta-Smad signaling network and intrinsic epithelial-mesenchymal-endothelial transition,2006,2007,
433622,A/Pr Margaret L Hibbs,Ludwig Institute for Cancer Research,Src family kinases: regulation of phosphoinositol-3 kinase signaling and autoimmune disease development.,2006,2007,
433624,Dr Andrew HA Clayton,Swinburne University of Technology,Single Molecule Cell Biology,2006,2007,
433628,Dr Benjamin M Hogan,University of Queensland,Genetic control of embryonic lymphangiogenesis,2006,2007,
433629,Dr Mhairi J Maxwell,Ludwig Institute for Cancer Research,"Signaling networks: examining interplay between Lyn and SHIP1 in haematopoiesis, tumor suppression and autoimmunity",2006,2007,
433632,Dr Neil  Robson,Ludwig Institute for Cancer Research,Understanding the mechanisms of action and optimising the ISCOMATRIX. adjuvant for the development of human vaccines,2006,2007,
433900,A/Pr David A Anderson,Macfarlane Burnet Institute for Medical Research and Public Health,Uncoupled Research Fellowship,2006,2007,
433903,Dr Gilda  Tachedjian,Macfarlane Burnet Institute for Medical Research and Public Health,Drug resistance mutations in the connection subdomain of the HIV-1 reverse transcriptase,2006,2007,
433908,Prof Eric J Gowans,Macfarlane Burnet Institute for Medical Research and Public Health,UNDERSTANDING HEPATITIS C VIRUS-SPECIFIC T CELL TOLERANCE,2006,2007,
433913,Dr Heidi E. Drummer,Macfarlane Burnet Institute for Medical Research and Public Health,Structure and function of the Hepatitis C Virus glycoproteins E1 and E2.,2006,2007,
433914,Dr Elizabeth V.L. Grgacic,Macfarlane Burnet Institute for Medical Research and Public Health,A new insight into hepatitis B infection:the HBV fusion peptide,2006,2007,
433915,Dr Paul R Gorry,Macfarlane Burnet Institute for Medical Research and Public Health,Pathogenesis of CCR5-restricted HIV-1,2006,2007,
433920,Prof Steve L Wesselingh,Macfarlane Burnet Institute for Medical Research and Public Health,Molecular studies of the astrocyte reservoir of HIV-1 in the central nervous system,2006,2007,
433928,Dr Ivan  Stratov,Macfarlane Burnet Institute for Medical Research and Public Health,Role of HIV-specific natural killer cell mediated antibody-dependent cellular cytotoxicity in HIV infection progression.,2006,2007,
433929,Dr Heidi E. Drummer,Macfarlane Burnet Institute for Medical Research and Public Health,Structure and function of the Hepatitis C Virus & Human Immunodeficiency Virus glycoproteins,2006,2008,
433931,Dr Diah  Elhassen,Queensland Institute of Medical Research,"Structual analysis of interactions between HCV E2 glycoprotein, scavenger receptor class B type I (SR-BI), & CD81",2006,2007,
433933,Miss Emma D Tippett,Macfarlane Burnet Institute for Medical Research and Public Health,Endosomal pathways in monocytes subsets and affect on susceptibility to HIV-1 infection,2006,2007,
433934,Dr Alyssa E Barry,Macfarlane Burnet Institute for Medical Research and Public Health,Population genomics of malaria surface antigen genes,2006,2007,
433935,Dr Jacqueline K Flynn,Macfarlane Burnet Institute for Medical Research and Public Health,Stimulation and maintenance of T cell responses in acute HCV infection,2006,2007,
433937,Ms Helen S Cox,Macfarlane Burnet Institute for Medical Research and Public Health,Tuberculosis drug resistance in PNG: implications for treatment success and tuberculosis control. ,2006,2007,
433941,Ms Kathleen  McCaffrey,Macfarlane Burnet Institute for Medical Research and Public Health,Role of the variable regions of Hepatitis C Virus envelope glycoprotein E2 in glycoprotein structure and function,2006,2007,
434105,Prof Phillip M HOGARTH,Macfarlane Burnet Institute for Medical Research and Public Health,Uncoupled Research Fellowship,2006,2007,
434109,Prof David A Power,Macfarlane Burnet Institute for Medical Research and Public Health,Protein kinases regulate salt reabsorption in the kidney,2006,2007,
434111,Prof Pei X Xing,Macfarlane Burnet Institute for Medical Research and Public Health,"Production of chimeric monoclonal antibodies to Pim1, a novel therapeutic target for cancer treatment",2006,2007,
434213,Prof Ronald M Rapee,Macquarie University,Enhanced treatment for social phobia through the incorporation of attentional re-training.,2006,2007,
434220,Dr Louise J Brown,Macquarie University,The Structural Basis for the Control of Cardiac and Skeletal Muscle by the Troponin Complex,2006,2007,
434227,A/Pr Mark P Molloy,Macquarie University,Protein biomarkers for translational colorectal cancer research,2006,2007,
434507,Dr Alison M Rice,"Mater Medical Research Institute, Brisbane",Antibody-mediated Dendritic Cell Depletion to Attenuate GVHD,2006,2007,
434510,Dr Slavica  Vuckovic,"Mater Medical Research Institute, Brisbane",Targeting Human Dendritic Cells in a Multiple Myeloma Humanized NOD/SCID Model,2006,2007,
434513,Prof Derek NJ Hart,"Mater Medical Research Institute, Brisbane",A Phase 1 Clinical Trial of a Human Chimeric Anti-Activated DC Antibody to Prevent AGVHD in high risk allo HSCT.,2006,2007,
434515,A/Pr Jean-Pierre JR Levesque,"Mater Medical Research Institute, Brisbane",Mechanisms of haemopoietic stem cell mobilisation: Role of the cross-talk between bone marrow and bone.,2006,2007,
434523,Dr David J Munster,"Mater Medical Research Institute, Brisbane",Production of a novel humanised anti Dendritic Cell Therapeutic Antibody for Graft Versus Host Disease,2006,2007,
434527,Mr Andrew J Kassianos,"Mater Medical Research Institute, Brisbane",The development of a dendritic cell-based strategy for the discovery of breast cancer antigens for immunotherapy,2006,2007,
435103,Dr Stephen B N Ting,Monash University,A proteomic approach to identify regulations of haemopoeitic stem cell self-renewal,2006,2007,
435107,Dr David J Curtis,University of Melbourne,Hematopoietic effects of activating the Hedgehog pathway.,2006,2007,
435108,A/Pr Kate  Leslie,Melbourne Health,The Perioperative Ischaemic Evaluation Study,2006,2007,
435112,A/Pr Stephen M Jane,University of Melbourne,The role of the mammalian Grainyhead-like gene family in neural tube closure,2006,2007,
435690,Dr Andrea  Gogos,Mental Health Research Institute of Victoria,The role of oestrogen on cognitive function and brain activation: Implications for schizophrenia,2006,2007,
435700,Prof Graeme  Jones,Menzies Research Institute,Practitioner Fellowship,2006,2007,
435708,Dr Michael I Garry,University of Tasmania,Bilateral movement therapy in post-stroke hemiparesis,2006,2007,
435712,Ms Seana L Paul,Menzies Research Institute,Cardiovascular disease risk behaviours: understanding childhood origins. ,2006,2007,
435713,Dr Ingrid AF Van der Mei,Menzies Research Institute,Gene-enviroment interaction in MS risk and progression: focus on ultraviolet radiation and Epstein-Barr virus pathways,2006,2007,
436006,Dr Shelley F Walton,Menzies School of Health Research,An Immunodiagnostic Assay for Scabies,2006,2007,
436009,Dr Allen C Cheng,Menzies School of Health Research,Mathematical modelling of bacterial carriage in children,2006,2007,
436011,Dr Gurmeet R Singh,Menzies School of Health Research,Aboriginal Birth Cohort Study: from childhood to adulthood.,2006,2007,
436012,Dr Alan R Clough,James Cook University,Community action for smoking cessation in remote Aboriginal communities,2006,2007,
436013,Dr John R Condon,Menzies School of Health Research,An epidemic of vulvar cancer in young women: investigating the role of Human Papillomavirus and genetic susceptibility,2006,2007,
436014,Dr John R Condon,Menzies School of Health Research,Health system performance and outcomes for Indigenous Australians with cancer: a national study.,2006,2008,
436023,Dr Peter S Morris,Menzies School of Health Research,Azithromycin versus placebo in the treatment of asymptomatic acute otitis media in young Aboriginal children : A RCT,2006,2007,
436031,Dr Joshua S Davis,Menzies School of Health Research,Endothelial function and adjuvant therapies in sepsis,2006,2007,
436032,Dr Thomas L Snelling,Menzies School of Health Research,Rotavirus gastroenteritis in the Aboriginal population and the effect of immunisation,2006,2007,
436033,Dr Steven Y C Tong,Menzies School of Health Research,"Community-associated methicilin-resistant Staphylococcus aureus: epidemiology, emergence and treatment",2006,2007,
436034,Dr Rebecca J TOWERS,Menzies School of Health Research,Investigation of cardiac autoantigens identified by screening a cDNA library with acute rheumatic fever,2006,2007,
436039,Dr Naor H Bar-Zeev,Menzies School of Health Research,Vaccination straegies to reduce ear disease in Aboriginal and Torres Strait Islander children in the Northern Territory,2006,2007,
436041,Miss Kylie  Dingwall,Menzies School of Health Research,The nature of brain function recovery following abstinence for petrol sniffing,2006,2007,
436601,A/Pr Mark P Hedger,Monash University,Uncoupled Research Fellowship,2006,2007,
436602,Dr Tony  Tiganis,Monash University,Tyrosine kinases and phosphatases in cell cycle checkpoint responses,2006,2007,
436603,A/Pr Peter G TIPPING,Prince Henry's Institute of Medical Research,"Gene Regulation, Cytokine regulation",2006,2007,
436606,A/Pr Wayne C Hodgson,Monash University,Molecular toxinology of Australian box jellyfish venoms,2006,2007,
436607,Dr Elizabeth L Hartland,University of Melbourne,A novel CD39-like ecto-NTPDase of Legionella pneumophila,2006,2007,
436608,A/Pr Stuart B Hooper,Monash University,Macrophage activation,2006,2007,
436609,Dr Nicole J Rinehart,Monash University,Motor functioning in autism and Asperger's disorder: Furthering current neurobehavioural and clinical definitions,2006,2007,
436611,Prof David A Jans,Monash University,Role of nucleocytoplasmic trafficking of Matrix protein in RSV infection,2006,2007,
436614,Prof David A Jans,Monash University,The tumour cell-specific nuclear targeting properties of chicken anaemia virus VP-3:  potential for anti-tumour therapy,2006,2007,
436617,Prof Henry  Krum,Monash University,A novel device to improve renal blood flow in cardiorenal syndrome,2006,2007,
436620,Dr James A Bourne,Monash University,Development and maturation of the visual cortex,2006,2007,
436623,Dr James C Whisstock,Monash University,Uncoupled Research Fellowship,2006,2007,
436629,Prof David J Cooper,Monash University,Practitioner Fellowship,2006,2007,
436631,A/Pr Matthew  Wilce,Monash University,Uncoupled Research Fellowship,2006,2007,
436634,Prof Richard L Boyd,Monash University,Innovative stem cell-based strategies to establish immune tolerance and tissue repair,2006,2007,
436636,Prof Christina A Mitchell,Monash University,The role of the 72 kDa inositol polyphosphate 5-phosphatase in cellular function.,2006,2007,
436637,Prof Chistina A Mitchell,Monash University,Characterization of the FHL protein family,2006,2007,
436638,Prof Christina A Mitchell,Monash University,The role of PIPP in cell polarization and proliferation.,2006,2007,
436639,A/Pr Matthew CJ Wilce,Monash University,Functional biology of large serine recombinases from mobile antibiotic resistance elements,2006,2007,
436647,Dr Mary J Black,Monash University,The effects of pre-term birth on the baboon and human neonatal kidney,2006,2007,
436649,A/Pr David W Walker,Monash University,Uncoupled Resaerch Fellowship,2006,2007,
436650,A/Pr David W Walker,Monash University,Creatine Synthesis and Transport in the Fetus - Critical Regulation of Energy Supply for Fetal Growth & Survival?,2006,2007,
436656,Dr Ashley M Buckle,Monash University,Uncoupled Research Fellowship,2006,2007,
436659,Dr Ian M Smyth,Monash University,The role of the Frem proteins in development and disease,2006,2007,
436665,Dr Anita E Wluka,Monash University,Factors that affect knee structure in healthy women,2006,2007,
436670,Dr Stephen P Bottomley,Monash University,Uncoupled Research Fellowship,2006,2007,
436673,Prof David C Reutens,University of Queensland,Australian Mouse Brain Mapping Consortium,2006,2007,
436676,Prof Paul S Myles,Monash University,Practitioner Fellowship,2006,2007,
436677,Prof Paul S Myles,Monash University,Nitrous oxide anaesthesia and cardiac morbidity in major surgery,2006,2007,
436681,Dr John Phelps,Monash University,National Non-human Primate Breeding and Research Facility,2006,2007,
436691,Prof Paul J Hertzog,Monash University,Uncoupled Research Fellowship,2006,2007,
436692,Dr Yuan H Yang,Monash University,REGULATION OF GLUCOCORTICOID SENSITIVITY BY ANNEXIN-1,2006,2007,
436705,Dr Moira K O'Bryan,Monash University,Cysteine rich secretory proteins (Crisp) are ion channel regulators  with essential roles in male fertility,2006,2007,
436710,Prof Paul  Fitzgerald,Monash University,A double-blind sham controlled trial of rTMS in treatment resistant major depression,2006,2007,
436713,Prof Roger J Summers,Monash University,Understanding cell signalling mechanisms activated by relaxin family peptides: targets with therapeutic potential,2006,2007,
436721,Prof Euan M Wallace,Monash University,The effects of maternal glucocorticoid administration in growth restricted fetuses.,2006,2007,
436728,A/Pr John B Dixon,Monash University,A randomised controlled trial of the effect of substantial weight loss on obstructive sleep apnoea.,2006,2007,
436729,Dr Hans J Netter,Monash University,Novel generic vaccine approaches applied for the prevention of hepatitis C and influenza virus infections.,2006,2007,
436740,Dr James C Whisstock,Monash University,Structural and Functional Studies on Glutamate Decarboxylase.,2006,2007,
436758,Dr Shanthakumar M Wilson Rajaratnam,Monash University,Acute alerting effects of daytime exposure to specific wavelengths of light,2006,2007,
436763,Prof John J McNeil,Monash University,A case control study investigating factors contributing to the risk of bleeding in patients receiving warfarin therapy,2006,2007,
436767,A/Pr Sally E Green,Monash University,Improving the care for people with acute low back pain by allied health professionals: cluster RCT.,2006,2007,
436768,Prof Shaun P Jackson,Monash University,Development of a fibre-optic flow sensor to monitor blood platelet adhesive function.,2006,2007,
436770,Dr JINHUA  LI,Monash University,Contribution of bone marrow-derived cells to renal fibrosis and elucidation of cell signalling mechanisms,2006,2007,
436774,A/Pr Martin  Lackmann,Monash University,The role of protein tyrosine phosphatases regulating Eph RTK-signalling and modulating invasive tumour cell properties.,2006,2007,
436779,Prof Patrick M Sexton,Monash University,Understanding selective drug signaling at G protein-coupled receptors,2006,2007,
436780,Prof Patrick M Sexton,Monash University,Analysis of calcitonin receptor binding and function,2006,2007,
436781,Prof Patrick M Sexton,Monash University,Molecular characterisation of receptor activity modifying proteins (RAMPs),2006,2007,
436784,Prof Alexander I Smith,Monash University,Mechanisms and Regulation of ACE2 Shedding,2006,2007,
436787,Prof Elsdon  Storey,Monash University,Prevalence and genetic mechanisms of neurological and gynaecological changes in women carrying small FMR1 expansions,2006,2007,
436791,Prof Elsdon  Storey,Monash University,Does coeliac disease cause ataxia or cognitive impairment?,2006,2007,
436797,Dr Velandai K Srikanth,Monash University,A study of mechanisms of cognitive decline in Type 2 diabetes mellitus,2006,2007,
436802,Prof Brian J Oldfield,Monash University,Central neural mechanisms underlying the effect of endocannabinoids on body weight,2006,2007,
436806,Dr Richard E Burke,Monash University,Copper Homeostasis and APP-induced Neurodegeneration in Drosophila,2006,2007,
436814,Prof Bryan RG Williams,Monash University,Role of PLZF in regulating the Interferon response,2006,2007,
436815,A/Pr Maria Cristina  Morganti-Kossmann,Monash University,Role of post-traumatic hypoxia in the exacerbation of cerebral inflammatory response elicited by brain injury,2006,2007,
436823,A/Pr Robert E Widdop,Monash University,Anti-atherosclerotic effects of angiotensin fragments & non-AT1 receptors: Validation as innovative therapeutic targets,2006,2007,
436825,A/Pr Christopher G Sobey,Monash University,Is NADPH oxidase the trigger for accelerated atherosclerosis caused by bacteria?,2006,2007,
436836,Dr Ursula  Manuelpillai,Monash University,Role of Endogenous Opioid Peptides in Endometrial Receptivity and Placentation,2006,2007,
436854,Prof Ban-Hock  Toh,Monash University,Atherosclerosis: Molecular action and suppression of NKT cell subsets,2006,2007,
436866,A/Pr Andrew B Forbes,Monash University,Fitness versus fatness:  Disentangling their effects on disease outcomes and estimating the population burden of disease,2006,2007,
436873,Dr Peter S Kruger,Monash University,A phase II randomised controlled trial of atorvastatin therapy in intensive care patients with severe sepsis,2006,2007,
436879,Dr Robert K Andrews,Monash University,Ligand interactions of platelet glycoprotein Ib-IX-V in thrombosis,2006,2007,
436880,Prof Paul J Hertzog,Monash University,Regulating Interferon signalling in innate immunity,2006,2007,
436892,Dr David N Bowser,University of Melbourne,Astrocyte-Neuron communication: Unravelling the role of astrocytes in the modulation of neuronal circuits,2006,2007,
